,cumulative_irrigation_cm,scheme,0.0,1.006508,1.560359,2.259632,3.132446,4.41834,4.484356,4.593474,5.985024,6.366768,7.814227,8.123454,8.23157,9.635004,10.8264,11.02783,11.13306,12.5,13.05403,13.76042,14.95821,15.26502,15.88365,16.71772,17.65322,18.31314,18.55249,19.74333,20.17479,20.38202,21.65326,22.26482,23.53152,23.83044,25.0
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_4_-_12_0_hours_Cross-Section_No_6_-_60cm.txt,19.1,5,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018896,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018896,0.09018896,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018894,0.09018894,0.09018895,0.09018895,0.09018895,0.09018894,0.09018894,0.09018894
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_7_-_24_0_hours_Cross-Section_No_6_-_60cm.txt,38.2,5,0.09018876,0.09018894,0.09018893,0.09018894,0.09018899,0.09018897,0.09018897,0.09018897,0.09018895,0.09018897,0.09018896,0.09018896,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018897,0.09018895,0.09018895,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018894,0.09018894,0.09018894
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_22_-_96_0_hours_Cross-Section_No_6_-_60cm.txt,152.79,5,0.1565896,0.1572516,0.1570966,0.1574157,0.1570764,0.1576346,0.1576049,0.1576571,0.1573991,0.1573997,0.1578314,0.1577202,0.1577527,0.1571439,0.1576773,0.1576242,0.157656,0.1571482,0.1572271,0.1570897,0.1575387,0.1574519,0.1576734,0.1573711,0.1578994,0.1578001,0.1578088,0.1579617,0.1577901,0.1579102,0.1574804,0.157552,0.1576864,0.1576922,0.1574687
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_159_-_420_0_hours_Cross-Section_No_6_-_60cm.txt,1680.68,5,0.2523019,0.2523187,0.2523142,0.252322,0.2523128,0.2523247,0.252324,0.2523252,0.2523163,0.2523158,0.2523255,0.2523222,0.252323,0.2523077,0.2523213,0.2523192,0.2523208,0.2523031,0.2523064,0.2523019,0.2523171,0.2523123,0.2523176,0.2523083,0.2523198,0.2523153,0.2523155,0.2523209,0.2523173,0.2523197,0.2523085,0.2523118,0.2523171,0.2523166,0.252305
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_2_-_1_0_hours_Cross-Section_No_6_-_60cm.txt,19.1,6,0.09018894,0.09018895,0.09018895,0.09018895,0.09018895,0.09018896,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018896,0.09018896,0.09018897,0.09018896,0.09018896,0.09018895,0.09018895,0.09018894,0.09018894,0.09018894,0.09018895,0.09018895,0.09018894,0.09018894,0.09018895
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_5_-_12_0_hours_Cross-Section_No_6_-_60cm.txt,38.2,6,0.09018876,0.09018894,0.09018893,0.09018894,0.09018897,0.09018896,0.09018896,0.09018896,0.09018896,0.09018897,0.09018896,0.09018896,0.09018896,0.09018897,0.09018895,0.09018895,0.09018895,0.09018896,0.09018895,0.09018895,0.09018896,0.09018896,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018894,0.09018894,0.09018895,0.09018895,0.09018894,0.09018894,0.09018894,0.09018894
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_14_-_48_0_hours_Cross-Section_No_6_-_60cm.txt,152.79,6,0.147053,0.1479156,0.1478022,0.1483167,0.1480397,0.1484993,0.1484348,0.1485336,0.1482676,0.148263,0.1487183,0.1484834,0.1484619,0.146993,0.1483143,0.1482754,0.1483627,0.147878,0.1481006,0.147907,0.1481876,0.1479112,0.148119,0.1473611,0.1483722,0.1483,0.1483098,0.1484045,0.1480604,0.1482978,0.1479422,0.1480792,0.1478664,0.1478584,0.1478662
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_81_-_273_0_hours_Cross-Section_No_6_-_60cm.txt,1680.68,6,0.2562152,0.2562086,0.2562107,0.2562066,0.2562084,0.256201,0.2562011,0.2562004,0.2561997,0.2561978,0.2561895,0.2561899,0.2561893,0.2561885,0.2561792,0.2561789,0.2561778,0.2561779,0.2561735,0.2561728,0.2561637,0.2561627,0.2561589,0.2561584,0.2561524,0.256151,0.2561498,0.2561457,0.2561456,0.2561446,0.2561448,0.2561432,0.2561408,0.2561406,0.2561431
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_5_-_6_000_hours_Cross-Section_No_6_-_60cm.txt,19.1,7,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018897,0.09018897,0.09018897,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018894,0.09018894,0.09018894,0.09018895,0.09018895,0.09018894,0.09018894,0.09018895
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_10_-_12_000_hours_Cross-Section_No_6_-_60cm.txt,38.2,7,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018896,0.09018896,0.09018896,0.09018896,0.09018895,0.09018897,0.09018897,0.09018897,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018894,0.09018894,0.09018894,0.09018895,0.09018896,0.09018894,0.09018894,0.09018895
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_37_-_48_000_hours_Cross-Section_No_6_-_60cm.txt,152.79,7,0.1249165,0.1254678,0.1259335,0.1255522,0.1256325,0.124417,0.1244012,0.1244671,0.1256503,0.125623,0.1245566,0.1244075,0.1242127,0.1232285,0.1240809,0.1242034,0.1243206,0.1258012,0.1260038,0.1263327,0.1246042,0.1242648,0.1235986,0.122892,0.1233614,0.1238855,0.1238944,0.1227758,0.1224941,0.1224603,0.1235424,0.123322,0.1217255,0.1217939,0.1239083
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_326_-_384_000_hours_Cross-Section_No_6_-_60cm.txt,1680.68,7,0.2448215,0.2448188,0.2448197,0.2448175,0.244818,0.2448141,0.2448142,0.2448138,0.244813,0.2448121,0.2448078,0.2448079,0.2448076,0.244807,0.2448023,0.2448021,0.2448016,0.2448016,0.2447996,0.2447992,0.2447944,0.2447938,0.2447919,0.2447916,0.2447885,0.2447878,0.2447872,0.2447852,0.2447853,0.2447847,0.244785,0.2447842,0.2447829,0.2447828,0.2447843
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
