,cumulative_irrigation_cm,scheme,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.000001,8.500001,9.000001,9.500001,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,20.99999,21.49999,21.99999,22.49999,22.99999,23.49999,23.99999,24.49999,24.99999
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_4_-_12_0_hours_Cross-Section_No_2_-_5_cm.txt,19.1,5,0.1429826,0.1430071,0.1429116,0.142846,0.1427659,0.1426678,0.1425548,0.1424222,0.1422732,0.1421057,0.1419165,0.1417107,0.1414841,0.1412359,0.1409683,0.1406799,0.140373,0.1400434,0.1396925,0.1393216,0.1389306,0.1385141,0.1389306,0.1385141,0.1380739,0.136561,0.1371112,0.136561,0.1347103,0.135371,0.1334921,0.1328544,0.1334921,0.1314939,0.1321867,0.1300385,0.1307857,0.1300385,0.1292613,0.1267411,0.1258435,0.1249674,0.1258435,0.1235738,0.1229544,0.1224224,0.1219748,0.1224224,0.1219748,0.1216447,0.1220029
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_7_-_24_0_hours_Cross-Section_No_2_-_5_cm.txt,38.2,5,0.1539584,0.1539692,0.1539418,0.1539248,0.1539056,0.1538832,0.1538598,0.1538323,0.1538024,0.1537689,0.1537292,0.1536875,0.1536407,0.1535889,0.1535335,0.1534746,0.1534141,0.1533488,0.1532817,0.1532143,0.1531476,0.1530784,0.1531476,0.1530784,0.1530105,0.152785,0.1528714,0.152785,0.1525455,0.1526231,0.1523929,0.15232,0.1523929,0.1521788,0.1522468,0.152055,0.152118,0.152055,0.1519916,0.1518302,0.1517831,0.1517327,0.1517831,0.1516588,0.1516322,0.1516146,0.1516007,0.1516146,0.1516007,0.1515941,0.1516658
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_22_-_96_0_hours_Cross-Section_No_2_-_5_cm.txt,152.79,5,0.1837205,0.1837236,0.1837204,0.1837191,0.1837185,0.183718,0.1837188,0.1837192,0.1837203,0.1837213,0.1837213,0.1837219,0.1837219,0.1837211,0.1837205,0.1837194,0.1837192,0.1837181,0.1837173,0.1837174,0.1837185,0.1837196,0.1837185,0.1837196,0.1837217,0.1837224,0.1837257,0.1837224,0.1837202,0.1837201,0.1837199,0.1837202,0.1837199,0.1837203,0.1837196,0.1837228,0.1837223,0.1837228,0.183722,0.1837228,0.1837225,0.1837199,0.1837225,0.1837188,0.183719,0.1837203,0.1837213,0.1837203,0.1837213,0.1837228,0.1833061
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_159_-_420_0_hours_Cross-Section_No_2_-_5_cm.txt,1680.68,5,0.2340917,0.2340987,0.2340893,0.2340849,0.2340813,0.2340775,0.2340757,0.2340727,0.2340706,0.2340678,0.2340626,0.2340581,0.2340524,0.2340444,0.2340367,0.2340276,0.2340202,0.2340107,0.2340014,0.2339937,0.2339878,0.2339817,0.2339878,0.2339817,0.2339777,0.2339544,0.2339694,0.2339544,0.2339263,0.2339338,0.2339105,0.2339036,0.2339105,0.2338898,0.2338953,0.2338818,0.2338871,0.2338818,0.2338743,0.2338606,0.2338558,0.2338468,0.2338558,0.2338381,0.233836,0.2338366,0.2338368,0.2338366,0.2338368,0.2338386,0.2329793
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_2_-_1_0_hours_Cross-Section_No_2_-_5_cm.txt,19.1,6,0.2791853,0.2793471,0.2783602,0.2775941,0.2766297,0.2754217,0.2740749,0.2724674,0.2706616,0.2685985,0.2663156,0.2639464,0.2613473,0.2584505,0.255551,0.2524558,0.2491821,0.2457649,0.2422864,0.2385657,0.2347223,0.2308328,0.2347223,0.2308328,0.2265753,0.2122035,0.2176677,0.2122035,0.1936437,0.2004706,0.1764801,0.1650625,0.1764801,0.1307343,0.1506281,0.09272006,0.1083781,0.09272006,0.09034295,0.09018897,0.09018894,0.09018895,0.09018894,0.09018895,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_5_-_12_0_hours_Cross-Section_No_2_-_5_cm.txt,38.2,6,0.1558195,0.1558343,0.1557931,0.1557667,0.1557366,0.1557009,0.1556626,0.1556177,0.1555684,0.1555131,0.1554486,0.1553801,0.1553035,0.1552192,0.1551285,0.1550318,0.1549314,0.1548232,0.1547109,0.1545964,0.1544809,0.1543835,0.1544809,0.1543835,0.1542887,0.1539795,0.1540947,0.1539795,0.1536554,0.1537609,0.1534491,0.153351,0.1534491,0.1531629,0.1532538,0.1529969,0.1530808,0.1529969,0.1529136,0.1526988,0.1526363,0.152571,0.1526363,0.152473,0.152437,0.1524122,0.1523927,0.1524122,0.1523927,0.1523823,0.1524846
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_14_-_48_0_hours_Cross-Section_No_2_-_5_cm.txt,152.79,6,0.1900163,0.1900204,0.1900162,0.1900145,0.1900137,0.1900132,0.1900141,0.1900148,0.1900162,0.1900175,0.1900175,0.1900182,0.1900183,0.1900173,0.1900165,0.1900152,0.190015,0.1900136,0.1900125,0.1900126,0.190014,0.1900154,0.190014,0.1900154,0.1900181,0.1900188,0.1900231,0.1900188,0.1900159,0.1900157,0.1900155,0.1900157,0.1900155,0.1900157,0.1900149,0.1900188,0.1900183,0.1900188,0.1900178,0.1900188,0.1900184,0.190015,0.1900184,0.1900135,0.1900138,0.1900155,0.1900167,0.1900155,0.1900167,0.1900187,0.1895208
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_81_-_273_0_hours_Cross-Section_No_2_-_5_cm.txt,1680.68,6,0.2885735,0.2886469,0.288029,0.2875588,0.2869581,0.2862074,0.2853398,0.2843041,0.2832,0.2819869,0.2806958,0.2793526,0.2779748,0.2764806,0.2750424,0.2735831,0.2721992,0.2708005,0.2694037,0.2680371,0.2667131,0.2655168,0.2667131,0.2655168,0.264379,0.2611625,0.2622117,0.2611625,0.2583282,0.2592192,0.2567279,0.2560291,0.2567279,0.2547621,0.2553687,0.253668,0.2541952,0.253668,0.2531731,0.2519447,0.2516051,0.2512995,0.2516051,0.2508096,0.2506236,0.2504761,0.2503623,0.2504761,0.2503623,0.2502863,0.2492516
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_5_-_6_000_hours_Cross-Section_No_2_-_5_cm.txt,19.1,7,0.1715024,0.1715445,0.1713836,0.1712736,0.17114,0.1709768,0.1707897,0.1705701,0.1703213,0.1700386,0.1697135,0.1693545,0.1689497,0.168498,0.1679949,0.1674395,0.1668238,0.1661378,0.1653725,0.1646964,0.1639783,0.1632049,0.1639783,0.1632049,0.1623813,0.1594683,0.1605473,0.1594683,0.1555882,0.1570342,0.1526254,0.1510614,0.1526254,0.1473911,0.1493305,0.1429111,0.1452039,0.1429111,0.1405404,0.1313575,0.1276545,0.1233326,0.1276545,0.1132967,0.1073831,0.1014385,0.09650629,0.1014385,0.09650629,0.09328489,0.09173521
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_10_-_12_000_hours_Cross-Section_No_2_-_5_cm.txt,38.2,7,0.1797147,0.1797474,0.1796269,0.1795452,0.1794464,0.179326,0.1791887,0.1790276,0.178846,0.17864,0.1784033,0.1781434,0.1778517,0.1775275,0.1771697,0.1767783,0.1764219,0.1760571,0.1756687,0.1752591,0.1748293,0.174373,0.1748293,0.174373,0.1738949,0.1722869,0.1728665,0.1722869,0.1704292,0.1710752,0.1690558,0.1683231,0.1690558,0.1667437,0.1675522,0.1650931,0.1659163,0.1650931,0.1643692,0.1622136,0.1615265,0.1608389,0.1615265,0.1596173,0.1590988,0.1586722,0.158322,0.1586722,0.158322,0.1580761,0.1585394
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_37_-_48_000_hours_Cross-Section_No_2_-_5_cm.txt,152.79,7,0.2036069,0.203614,0.2036029,0.2035972,0.2035919,0.2035861,0.2035818,0.2035762,0.203571,0.2035648,0.203556,0.2035476,0.2035375,0.203525,0.2035124,0.2034982,0.2034854,0.2034703,0.2034553,0.2034417,0.2034298,0.2034177,0.2034298,0.2034177,0.2034075,0.2033649,0.2033862,0.2033649,0.2033173,0.2033314,0.203289,0.2032761,0.203289,0.203251,0.203262,0.2032325,0.2032429,0.2032325,0.2032202,0.2031936,0.2031851,0.2031729,0.2031851,0.2031588,0.2031545,0.2031534,0.2031524,0.2031534,0.2031524,0.2031534,0.2026086
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_326_-_384_000_hours_Cross-Section_No_2_-_5_cm.txt,1680.68,7,0.233502,0.2335106,0.2334954,0.2334871,0.233479,0.2334697,0.2334617,0.2334517,0.2334418,0.2334303,0.2334154,0.2334005,0.2333835,0.2333633,0.2333426,0.2333198,0.2332983,0.2332739,0.2332494,0.2332261,0.2332044,0.2331824,0.2332044,0.2331824,0.2331623,0.2330887,0.2331211,0.2330887,0.23301,0.2330341,0.2329619,0.2329396,0.2329619,0.2328962,0.2329161,0.2328615,0.2328799,0.2328615,0.2328414,0.232795,0.2327808,0.2327631,0.2327808,0.2327404,0.2327328,0.2327291,0.2327261,0.2327291,0.2327261,0.2327259,0.2318916
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
