,cumulative_irrigation_cm,scheme,0.0,1.072435,1.34055,2.450817,3.02774,3.205063,4.554471,5.44732,5.870827,6.354563,7.117511,7.733049,8.244356,9.532528,9.804532,10.39623,11.26905,11.80629,12.5,13.12224,13.96607,15.55549,15.62715,15.65822,15.71829,17.27864,18.28292,18.56758,18.86337,19.80064,20.79559,20.91391,21.95756,22.90886,23.47451,23.83693,25.0
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_4_-_12_0_hours_Cross-Section_No_5_-_30cm.txt,19.1,5,0.1008357,0.1003203,0.1002682,0.09948272,0.09964707,0.09943347,0.099383,0.09838868,0.09850914,0.09771559,0.09795899,0.09683441,0.09690496,0.09601835,0.09561528,0.09471866,0.09491378,0.09399769,0.09411351,0.09287998,0.09291306,0.09127885,0.09124483,0.09118347,0.09112579,0.09101459,0.0906289,0.09057236,0.09042275,0.0904649,0.09029341,0.09029242,0.0902639,0.09024051,0.09024075,0.09021264,0.09021232
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_7_-_24_0_hours_Cross-Section_No_5_-_30cm.txt,38.2,5,0.1220773,0.1222176,0.1221825,0.1220066,0.1216843,0.1215765,0.1202435,0.1201997,0.1200002,0.1196491,0.1187463,0.1185972,0.1182572,0.117298,0.1170812,0.1161633,0.1147134,0.1142202,0.1136581,0.1123585,0.1107944,0.1083241,0.1082331,0.1081852,0.1080381,0.1049765,0.1026996,0.1023384,0.1015196,0.100737,0.09838808,0.09829199,0.09758198,0.09621291,0.09661281,0.09651721,0.09673874
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_22_-_96_0_hours_Cross-Section_No_5_-_30cm.txt,152.79,5,0.1869107,0.1869549,0.1869536,0.1869916,0.186964,0.1869729,0.1869045,0.1869698,0.1869501,0.1869741,0.1869211,0.1869807,0.186956,0.186977,0.1869767,0.1870021,0.1869413,0.1870025,0.1869672,0.1869884,0.1869413,0.1870287,0.187028,0.187028,0.187029,0.1869303,0.1869943,0.186984,0.1869979,0.186939,0.1869821,0.1869834,0.186948,0.1870213,0.1870036,0.1870058,0.1869839
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_159_-_420_0_hours_Cross-Section_No_5_-_30cm.txt,1680.68,5,0.2480741,0.2480873,0.2480847,0.2480917,0.2480781,0.2480815,0.2480431,0.2480712,0.24807,0.2480692,0.2480401,0.2480664,0.248064,0.2480663,0.2480646,0.2480633,0.2480293,0.2480553,0.2480507,0.2480407,0.2480148,0.2480519,0.2480524,0.2480522,0.2480511,0.2479932,0.2480208,0.248022,0.2480204,0.2479867,0.2480061,0.2480066,0.2479851,0.2480212,0.2480268,0.2480282,0.2480197
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_2_-_1_0_hours_Cross-Section_No_5_-_30cm.txt,19.1,6,0.08990881,0.09000694,0.09016535,0.09018844,0.0901887,0.09018871,0.09018808,0.09018879,0.09017442,0.09018895,0.09018845,0.09018867,0.0901873,0.09018754,0.09018898,0.09018895,0.09018895,0.09018895,0.09018896,0.09018895,0.09018895,0.09018897,0.09018897,0.09018897,0.09018897,0.09018896,0.09018895,0.09018896,0.09018896,0.09018895,0.09018896,0.09018896,0.09018895,0.09018895,0.09018895,0.09018895,0.09018895
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_5_-_12_0_hours_Cross-Section_No_5_-_30cm.txt,38.2,6,0.1230805,0.1232033,0.1231647,0.1229206,0.1225471,0.1224366,0.1210407,0.1210425,0.1208421,0.1204172,0.1193844,0.1191964,0.1187887,0.1177063,0.1174569,0.1164396,0.114835,0.114251,0.1135719,0.1121494,0.1104657,0.1076821,0.107577,0.1075196,0.1073469,0.1038526,0.1013626,0.1009389,0.09997271,0.09906339,0.09647396,0.09639132,0.0958032,0.09452173,0.09485613,0.09468316,0.09487315
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_14_-_48_0_hours_Cross-Section_No_5_-_30cm.txt,152.79,6,0.1937536,0.1938181,0.1938165,0.1938674,0.193828,0.1938413,0.1937476,0.1938407,0.1938149,0.1938472,0.1937735,0.1938571,0.1938242,0.193853,0.1938526,0.1938875,0.1938014,0.1938903,0.1938428,0.1938688,0.193798,0.1939164,0.1939155,0.1939154,0.1939166,0.1937795,0.1938697,0.1938562,0.1938742,0.193795,0.1938526,0.1938543,0.1938078,0.1939097,0.1938879,0.1938905,0.1938587
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_81_-_273_0_hours_Cross-Section_No_5_-_30cm.txt,1680.68,6,0.2606201,0.260584,0.2605756,0.2605055,0.260496,0.260485,0.260417,0.2603218,0.2602838,0.2602169,0.2601608,0.2600767,0.2600152,0.2598542,0.2597964,0.2597031,0.2595995,0.2595277,0.2594219,0.259319,0.2592163,0.2590034,0.2589924,0.258986,0.2589781,0.258777,0.2586917,0.2586546,0.258628,0.2585329,0.2584721,0.2584672,0.2583925,0.2583865,0.2583567,0.2583492,0.2583343
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_5_-_6_000_hours_Cross-Section_No_5_-_30cm.txt,19.1,7,0.09388044,0.09286424,0.09269102,0.09090846,0.09108385,0.09103055,0.09175558,0.09079315,0.09158358,0.09057244,0.09125275,0.09083363,0.09137036,0.09118716,0.09070785,0.09026796,0.09032034,0.09028094,0.09046379,0.09019524,0.09019858,0.09018533,0.09018818,0.09018476,0.09018458,0.09018859,0.090189,0.09018844,0.09018894,0.09018876,0.09018892,0.09018893,0.09018895,0.09018895,0.09018897,0.09018896,0.09018895
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_10_-_12_000_hours_Cross-Section_No_5_-_30cm.txt,38.2,7,0.1167694,0.1159921,0.1159159,0.1145242,0.1142947,0.1138125,0.1121427,0.1113236,0.111531,0.1098883,0.1091809,0.1078999,0.1081739,0.1063703,0.1057829,0.1035954,0.1029272,0.1009975,0.101166,0.09831247,0.09769334,0.09346148,0.09337659,0.09323402,0.0930345,0.09232324,0.09112456,0.09113057,0.09054203,0.09081104,0.09031515,0.09031469,0.09028839,0.09025425,0.09026792,0.09018407,0.0901806
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_37_-_48_000_hours_Cross-Section_No_5_-_30cm.txt,152.79,7,0.2023934,0.2025123,0.202509,0.2026001,0.202551,0.2025486,0.2023558,0.2025005,0.2024413,0.2024908,0.2023689,0.2024698,0.2023925,0.2024093,0.202401,0.2024484,0.2023034,0.2024072,0.202295,0.2023316,0.2021738,0.2023638,0.2023602,0.2023593,0.2023602,0.2020511,0.2022048,0.2021718,0.2022014,0.2020759,0.2021346,0.2021326,0.2020474,0.2021961,0.2021453,0.2021489,0.2020874
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_326_-_384_000_hours_Cross-Section_No_5_-_30cm.txt,1680.68,7,0.2444423,0.24446,0.2444565,0.2444699,0.2444532,0.2444556,0.2444045,0.244424,0.2444058,0.2444103,0.2443711,0.2443891,0.2443648,0.2443498,0.2443424,0.244343,0.2442948,0.2443125,0.244277,0.2442752,0.244237,0.2442499,0.2442479,0.244247,0.2442465,0.2441659,0.2441819,0.2441708,0.2441746,0.2441294,0.2441411,0.2441408,0.2441107,0.2441427,0.2441278,0.2441288,0.2441166
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
