,cumulative_irrigation_cm,scheme,0.0,0.5004818,1.000964,1.501445,2.001927,2.502409,3.002891,3.503372,7.503212,8.002892,8.50257,9.00225,9.501929,10.00161,10.50129,11.00097,11.50065,12.00032,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,20.99999,21.49999,21.99999,22.49999,22.99999,23.49999,23.99999,24.49999,24.99999
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_3_Water_Content_Time_9_-_6_000_hours_Cross-Section_No_1_-_Top.txt,19.1,3,0.1847362,0.1840829,0.1841462,0.1838851,0.1837245,0.1835286,0.1837245,0.1835286,0.1793664,0.1786555,0.177867,0.1769869,0.1761386,0.175273,0.1743338,0.175273,0.1722318,0.171076,0.1704408,0.1683095,0.1667069,0.1650001,0.1633476,0.1615028,0.1633476,0.1615028,0.1594963,0.1572726,0.1546298,0.1520758,0.149249,0.1460147,0.1336715,0.1383909,0.1226711,0.1158081,0.1083543,0.1009359,0.09537415,0.09223001,0.09537415,0.09223001,0.09094489,0.09042638
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_3_Water_Content_Time_18_-_12_000_hours_Cross-Section_No_1_-_Top.txt,38.2,3,0.1904946,0.1896704,0.1897287,0.1894892,0.189341,0.1891591,0.189341,0.1891591,0.1859628,0.1854828,0.1849695,0.1844228,0.1838418,0.1832252,0.1825716,0.1832252,0.1811528,0.1803982,0.180224,0.1786527,0.1777017,0.176697,0.1758056,0.1748416,0.1758056,0.1748416,0.1738526,0.1728389,0.1717659,0.1706287,0.1694694,0.168284,0.1644985,0.1656654,0.1622743,0.1612107,0.1602128,0.1593136,0.1584955,0.157858,0.1584955,0.157858,0.1573429,0.1570255
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_3_Water_Content_Time_69_-_48_000_hours_Cross-Section_No_1_-_Top.txt,152.79,3,0.2074725,0.206388,0.206402,0.2063527,0.206321,0.2062827,0.206321,0.2062827,0.2055922,0.205494,0.2053921,0.2052874,0.2051802,0.2050708,0.2049593,0.2050708,0.2047348,0.2046298,0.2053003,0.2043837,0.2042674,0.2041591,0.2040465,0.203928,0.2040465,0.203928,0.2038189,0.2037194,0.203616,0.2035093,0.2034143,0.2033312,0.2030833,0.2031568,0.2029507,0.2028947,0.2028478,0.2028121,0.2027759,0.2027611,0.2027759,0.2027611,0.2027384,0.2027261
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_3_Water_Content_Time_371_-_384_000_hours_Cross-Section_No_1_-_Top.txt,1680.68,3,0.2297761,0.2282303,0.2282352,0.2282261,0.2282181,0.2282086,0.2282181,0.2282086,0.2280493,0.2280253,0.2280006,0.2279756,0.2279507,0.2279256,0.2279002,0.2279256,0.2278519,0.2278359,0.2289016,0.2277715,0.2277455,0.2277267,0.2277028,0.2276719,0.2277028,0.2276719,0.2276486,0.2276325,0.2276102,0.227582,0.2275621,0.2275505,0.2274921,0.2275068,0.2274622,0.2274496,0.2274406,0.2274368,0.2274269,0.2274327,0.2274269,0.2274327,0.2274242,0.2274207
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_4_Water_Content_Time_4_-_6_0_hours_Cross-Section_No_1_-_Top.txt,19.1,4,0.1578194,0.1573989,0.1574399,0.15727,0.157165,0.1570361,0.157165,0.1570361,0.1542072,0.153803,0.153365,0.152894,0.1523916,0.1518571,0.1512874,0.1518571,0.1500341,0.1493548,0.149015,0.1477772,0.1468981,0.1459512,0.1448827,0.1437618,0.1448827,0.1437618,0.1427225,0.1416215,0.1404164,0.1390846,0.1376426,0.1360549,0.1307212,0.1325419,0.126344,0.1239359,0.1215212,0.1188171,0.115882,0.11331,0.115882,0.11331,0.1107888,0.1087963
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_4_Water_Content_Time_7_-_12_0_hours_Cross-Section_No_1_-_Top.txt,38.2,4,0.1668894,0.166349,0.1663733,0.1662788,0.1662194,0.1661468,0.1662194,0.1661468,0.1647847,0.1645948,0.1643935,0.1641817,0.1639607,0.1637315,0.1634951,0.1637315,0.1630067,0.162765,0.1628523,0.1622246,0.161957,0.1616961,0.1614262,0.1611448,0.1614262,0.1611448,0.1608746,0.160616,0.16035,0.1600775,0.1598235,0.1595884,0.1588945,0.1591077,0.1585037,0.1583345,0.1581891,0.1580727,0.1579627,0.1579026,0.1579627,0.1579026,0.1578356,0.1577979
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_4_Water_Content_Time_22_-_48_0_hours_Cross-Section_No_1_-_Top.txt,152.79,4,0.1956354,0.1947206,0.1947217,0.1947233,0.1947227,0.1947221,0.1947227,0.1947221,0.1947201,0.1947187,0.1947174,0.1947163,0.1947156,0.1947151,0.1947147,0.1947151,0.1947157,0.1947207,0.1953628,0.1947134,0.194713,0.1947163,0.1947166,0.1947129,0.1947166,0.1947129,0.1947129,0.1947165,0.1947163,0.1947123,0.1947124,0.1947164,0.1947116,0.1947112,0.1947097,0.1947089,0.1947094,0.1947118,0.19471,0.1947161,0.19471,0.1947161,0.1947134,0.1947128
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_4_-_12_0_hours_Cross-Section_No_1_-_Top.txt,19.1,5,0.1430062,0.1427444,0.1427741,0.1426491,0.1425725,0.1424783,0.1425725,0.1424783,0.1405584,0.1402628,0.1399479,0.1396133,0.1392586,0.1388827,0.1384843,0.1388827,0.1376189,0.1371583,0.1369531,0.1361099,0.135545,0.1349541,0.1343296,0.1337806,0.1343296,0.1337806,0.1332012,0.1325997,0.1319661,0.1313002,0.1306263,0.1299444,0.1277496,0.128489,0.1262322,0.12547,0.1248514,0.1243491,0.1238979,0.1235519,0.1238979,0.1235519,0.1232742,0.1231043
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_7_-_24_0_hours_Cross-Section_No_1_-_Top.txt,38.2,5,0.1536273,0.153295,0.1533027,0.1532781,0.1532618,0.1532422,0.1532618,0.1532422,0.1528848,0.1528314,0.1527756,0.1527178,0.1526583,0.1525972,0.1525345,0.1525972,0.1524081,0.1523512,0.1525226,0.1522051,0.1521375,0.1520764,0.1520108,0.1519388,0.1520108,0.1519388,0.1518747,0.1518186,0.1517573,0.1516911,0.151635,0.1515888,0.1514374,0.1514808,0.1513567,0.1513226,0.1512952,0.1512762,0.1512532,0.1512499,0.1512532,0.1512499,0.1512341,0.1512262
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_22_-_96_0_hours_Cross-Section_No_1_-_Top.txt,152.79,5,0.1818556,0.1811071,0.1811079,0.181109,0.1811087,0.1811084,0.1811087,0.1811084,0.1811081,0.1811073,0.1811066,0.181106,0.1811057,0.1811055,0.1811055,0.1811055,0.1811067,0.1811104,0.1816364,0.1811059,0.1811059,0.1811085,0.181109,0.1811067,0.181109,0.1811067,0.181107,0.1811098,0.1811099,0.1811073,0.1811076,0.1811105,0.1811077,0.1811073,0.1811066,0.1811062,0.1811065,0.1811083,0.1811071,0.1811114,0.1811071,0.1811114,0.1811096,0.1811091
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_5_Water_Content_Time_159_-_420_0_hours_Cross-Section_No_1_-_Top.txt,1680.68,5,0.2302672,0.2287135,0.2287164,0.2287149,0.2287115,0.2287076,0.2287115,0.2287076,0.2286509,0.2286414,0.2286317,0.2286222,0.2286132,0.2286043,0.2285955,0.2286043,0.2285807,0.2285808,0.2296656,0.2285522,0.2285433,0.2285407,0.2285334,0.2285197,0.2285334,0.2285197,0.2285123,0.2285111,0.2285038,0.2284906,0.2284845,0.2284852,0.2284617,0.2284659,0.2284504,0.2284456,0.2284433,0.2284447,0.2284398,0.2284481,0.2284398,0.2284481,0.2284426,0.2284408
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_2_-_1_0_hours_Cross-Section_No_1_-_Top.txt,19.1,6,0.2988737,0.3042301,0.3045105,0.3034627,0.3027708,0.3018475,0.3027708,0.3018475,0.2600586,0.2558511,0.2518103,0.2476477,0.2437008,0.2396628,0.2354229,0.2396628,0.22697,0.2225191,0.2196993,0.2124289,0.2071927,0.2011869,0.1947872,0.1868904,0.1947872,0.1868904,0.1779867,0.1675881,0.15396,0.1346451,0.1103513,0.09275361,0.09016004,0.09016683,0.09016071,0.09015978,0.09015916,0.09015965,0.09015825,0.09016231,0.09015825,0.09016231,0.09016015,0.0901598
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_5_-_12_0_hours_Cross-Section_No_1_-_Top.txt,38.2,6,0.155401,0.1549789,0.1549907,0.15495,0.1549235,0.1548914,0.1549235,0.1548914,0.1543236,0.1542516,0.1541759,0.1540971,0.1540157,0.1539318,0.1538457,0.1539318,0.1536712,0.1535898,0.1537456,0.1533951,0.1533039,0.15322,0.1531326,0.1530395,0.1531326,0.1530395,0.1529557,0.152881,0.1528018,0.1527184,0.1526463,0.1525855,0.152394,0.1524496,0.1522915,0.1522481,0.1522127,0.1521874,0.1521585,0.1521519,0.1521585,0.1521519,0.1521325,0.1521226
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_14_-_48_0_hours_Cross-Section_No_1_-_Top.txt,152.79,6,0.1878875,0.1871399,0.1871406,0.1871418,0.1871414,0.1871411,0.1871414,0.1871411,0.1871414,0.1871407,0.1871399,0.1871393,0.1871389,0.1871388,0.1871387,0.1871388,0.1871402,0.1871442,0.1876695,0.1871394,0.1871394,0.187142,0.1871425,0.1871401,0.1871425,0.1871401,0.1871403,0.1871432,0.1871432,0.1871404,0.1871406,0.1871437,0.1871404,0.1871401,0.1871391,0.1871386,0.1871391,0.1871411,0.1871399,0.1871444,0.1871399,0.1871444,0.1871425,0.187142
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_6_Water_Content_Time_81_-_273_0_hours_Cross-Section_No_1_-_Top.txt,1680.68,6,0.3019857,0.3062464,0.3064837,0.3055806,0.3050023,0.3042035,0.3050023,0.3042035,0.2734033,0.2710274,0.2688106,0.2667482,0.2649172,0.2632049,0.2615997,0.2632049,0.258663,0.2573541,0.2577776,0.2549975,0.2539422,0.2529697,0.2520461,0.2511652,0.2520461,0.2511652,0.2503526,0.2496078,0.2488995,0.2482285,0.2476169,0.2470818,0.245813,0.2461911,0.245171,0.2449085,0.2446855,0.2445062,0.2443513,0.2442502,0.2443513,0.2442502,0.2441629,0.2441121
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_5_-_6_000_hours_Cross-Section_No_1_-_Top.txt,19.1,7,0.1714626,0.1709381,0.1709874,0.1707847,0.1706598,0.1705067,0.1706598,0.1705067,0.1672239,0.1666601,0.1660338,0.1653351,0.1647163,0.1640431,0.163317,0.1640431,0.1617128,0.1608391,0.1603875,0.1587905,0.1576371,0.1563823,0.154941,0.1535196,0.154941,0.1535196,0.1520907,0.150554,0.1488294,0.1468494,0.1445904,0.142441,0.1340256,0.1372668,0.1269434,0.1226822,0.1177623,0.1124098,0.1063829,0.1004771,0.1063829,0.1004771,0.09586621,0.09311709
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_10_-_12_000_hours_Cross-Section_No_1_-_Top.txt,38.2,7,0.179045,0.178367,0.1784041,0.1782553,0.1781626,0.1780493,0.1781626,0.1780493,0.1758389,0.1755216,0.1751817,0.1748194,0.174435,0.1740281,0.1735984,0.1740281,0.1726767,0.1721981,0.1721736,0.1711218,0.1705619,0.1699928,0.1693896,0.1687463,0.1693896,0.1687463,0.1680941,0.1674311,0.1667249,0.1659712,0.1652339,0.1646231,0.1627492,0.1633548,0.1615944,0.1610677,0.1605923,0.1601841,0.1598171,0.1595573,0.1598171,0.1595573,0.1593359,0.1592039
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_37_-_48_000_hours_Cross-Section_No_1_-_Top.txt,152.79,7,0.2010923,0.2000703,0.2000731,0.2000689,0.2000646,0.2000596,0.2000646,0.2000596,0.1999821,0.1999702,0.1999579,0.1999456,0.1999335,0.1999213,0.1999092,0.1999213,0.1998871,0.1998818,0.2005258,0.1998482,0.1998358,0.1998282,0.1998171,0.199801,0.1998171,0.199801,0.19979,0.199784,0.1997733,0.1997583,0.1997489,0.1997451,0.1997154,0.1997222,0.1997003,0.1996941,0.1996901,0.1996895,0.199684,0.1996894,0.199684,0.1996894,0.1996842,0.1996822
c:/Users/QuinnHull/ownCloud-active jobs/BHP Chile/2150 - BHP Chile - MEL Permeability Testing Program for SHL Ores/Hydrus model/Sulphide AND SCC\Raw data\Sulphide_AND_SCC_Scheme_7_Water_Content_Time_326_-_384_000_hours_Cross-Section_No_1_-_Top.txt,1680.68,7,0.229776,0.2282302,0.2282351,0.2282261,0.2282181,0.2282085,0.2282181,0.2282085,0.2280492,0.2280252,0.2280005,0.2279755,0.2279506,0.2279255,0.2279001,0.2279255,0.2278518,0.2278358,0.2289015,0.2277714,0.2277455,0.2277266,0.2277027,0.2276719,0.2277027,0.2276719,0.2276485,0.2276325,0.2276102,0.2275819,0.227562,0.2275504,0.2274921,0.2275067,0.2274621,0.2274495,0.2274405,0.2274368,0.2274268,0.2274326,0.2274268,0.2274326,0.2274242,0.2274207
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
